product_name,category,unit_cost,quantity_sold,sale_price,sale_date,stock_after_sale
E-Liquid 60ml Premium,E-Liquids,200,5,499.0,2023-01-28,264
Professional Starter Kit,Premium Devices,1500,1,2499.0,2023-01-28,395
Advanced Pod Kit,Pod Systems,1200,1,1999.0,2023-01-28,377
Max 3000 Puff,Disposable Vapes,350,2,999.0,2023-01-28,196
Coil Pack (10 pcs),Accessories,200,2,499.0,2023-01-28,2
Max 3000 Puff,Disposable Vapes,350,2,999.0,2023-01-29,194
E-Liquid 100ml Bulk,E-Liquids,300,1,699.0,2023-01-29,160
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-01-29,169
Coil Pack (10 pcs),Accessories,200,2,499.0,2023-01-29,1
E-Liquid 30ml,E-Liquids,120,5,299.0,2023-01-29,1
E-Liquid 100ml Bulk,E-Liquids,300,3,699.0,2023-01-30,157
High Strength 50mg 30ml,E-Liquids,150,3,399.0,2023-01-30,316
Tank Glass Replacement,Accessories,150,9,399.0,2023-01-30,86
Professional Starter Kit,Premium Devices,1500,1,2499.0,2023-01-31,394
Max 3000 Puff,Disposable Vapes,350,6,999.0,2023-01-31,188
Battery 18650,Accessories,80,12,249.0,2023-01-31,1
Max 3000 Puff,Disposable Vapes,350,4,999.0,2023-02-01,184
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-02-01,168
Premium 2000 Puff,Disposable Vapes,280,5,799.0,2023-02-01,134
Tank Glass Replacement,Accessories,150,7,399.0,2023-02-02,79
Professional Starter Kit,Premium Devices,1500,2,2499.0,2023-02-02,392
Battery 18650,Accessories,80,10,249.0,2023-02-02,1
Replacement Pods (4-Pack),Pod Systems,200,4,599.0,2023-02-03,34
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-02-03,167
Premium 2000 Puff,Disposable Vapes,280,5,799.0,2023-02-03,129
Battery Charger,Accessories,250,2,599.0,2023-02-03,345
Coil Pack (10 pcs),Accessories,200,4,499.0,2023-02-03,1
E-Liquid 30ml,E-Liquids,120,7,299.0,2023-02-04,1
Replacement Pods (4-Pack),Pod Systems,200,2,599.0,2023-02-04,32
Advanced Mod,Premium Devices,1800,1,2999.0,2023-02-04,356
Zero Nicotine 30ml,E-Liquids,100,4,249.0,2023-02-04,79
Zero Nicotine 30ml,E-Liquids,100,5,249.0,2023-02-07,74
E-Liquid 60ml Premium,E-Liquids,200,4,499.0,2023-02-07,260
Classic 500 Puff,Disposable Vapes,150,7,399.0,2023-02-07,1
E-Liquid 30ml,E-Liquids,120,10,299.0,2023-02-07,1
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-02-07,166
Advanced Mod,Premium Devices,1800,3,2999.0,2023-02-08,353
Pod System Kit,Pod Systems,800,4,1499.0,2023-02-08,119
Coil Pack (10 pcs),Accessories,200,5,499.0,2023-02-09,1
Classic 500 Puff,Disposable Vapes,150,10,399.0,2023-02-09,1
Premium 2000 Puff,Disposable Vapes,280,4,799.0,2023-02-09,125
E-Liquid 100ml Bulk,E-Liquids,300,2,699.0,2023-02-10,155
Professional Starter Kit,Premium Devices,1500,1,2499.0,2023-02-10,391
Premium 2000 Puff,Disposable Vapes,280,4,799.0,2023-02-10,121
Classic 500 Puff,Disposable Vapes,150,8,399.0,2023-02-10,1
Coil Pack (10 pcs),Accessories,200,5,499.0,2023-02-10,1
Max 3000 Puff,Disposable Vapes,350,2,999.0,2023-02-11,182
Compact Pod Kit,Pod Systems,600,2,1199.0,2023-02-11,277
Advanced Pod Kit,Pod Systems,1200,1,1999.0,2023-02-12,376
Premium 2000 Puff,Disposable Vapes,280,3,799.0,2023-02-12,118
Max 3000 Puff,Disposable Vapes,350,2,999.0,2023-02-12,180
Professional Starter Kit,Premium Devices,1500,1,2499.0,2023-02-12,390
Battery 18650,Accessories,80,5,249.0,2023-02-12,1
Battery Charger,Accessories,250,3,599.0,2023-02-14,342
E-Liquid 30ml,E-Liquids,120,12,299.0,2023-02-14,1
Zero Nicotine 30ml,E-Liquids,100,6,249.0,2023-02-14,68
Professional Starter Kit,Premium Devices,1500,2,2499.0,2023-02-14,388
Professional Starter Kit,Premium Devices,1500,1,2499.0,2023-02-15,387
E-Liquid 30ml,E-Liquids,120,10,299.0,2023-02-15,1
Max 3000 Puff,Disposable Vapes,350,5,999.0,2023-02-15,175
Compact Pod Kit,Pod Systems,600,3,1199.0,2023-02-15,274
Premium 2000 Puff,Disposable Vapes,280,4,799.0,2023-02-18,114
Max 3000 Puff,Disposable Vapes,350,2,999.0,2023-02-18,173
Advanced Mod,Premium Devices,1800,1,2999.0,2023-02-18,352
Advanced Mod,Premium Devices,1800,1,2999.0,2023-02-19,351
Advanced Pod Kit,Pod Systems,1200,1,1999.0,2023-02-19,375
Pod System Kit,Pod Systems,800,1,1499.0,2023-02-19,118
Coil Pack (10 pcs),Accessories,200,5,499.0,2023-02-20,1
Tropical Mix 500 Puff,Disposable Vapes,150,6,399.0,2023-02-20,118
Professional Starter Kit,Premium Devices,1500,1,2499.0,2023-02-20,386
High Strength 50mg 30ml,E-Liquids,150,4,399.0,2023-02-20,312
Battery Charger,Accessories,250,3,599.0,2023-02-21,339
Tropical Mix 500 Puff,Disposable Vapes,150,6,399.0,2023-02-21,112
Max 3000 Puff,Disposable Vapes,350,4,999.0,2023-02-21,169
Lite 200 Puff,Disposable Vapes,100,10,249.0,2023-02-22,1
Replacement Pods (4-Pack),Pod Systems,200,7,599.0,2023-02-22,25
Compact Pod Kit,Pod Systems,600,3,1199.0,2023-02-22,271
E-Liquid 100ml Bulk,E-Liquids,300,2,699.0,2023-02-25,153
Advanced Mod,Premium Devices,1800,2,2999.0,2023-02-25,349
Premium 2000 Puff,Disposable Vapes,280,2,799.0,2023-02-25,112
Pod System Kit,Pod Systems,800,2,1499.0,2023-02-25,116
High Strength 50mg 30ml,E-Liquids,150,4,399.0,2023-02-28,308
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-02-28,165
Advanced Mod,Premium Devices,1800,4,2999.0,2023-03-03,345
Replacement Pods (4-Pack),Pod Systems,200,9,599.0,2023-03-03,16
Compact Pod Kit,Pod Systems,600,5,1199.0,2023-03-03,266
Lite 200 Puff,Disposable Vapes,100,15,249.0,2023-03-03,1
Classic 500 Puff,Disposable Vapes,150,7,399.0,2023-03-03,1
Classic 500 Puff,Disposable Vapes,150,5,399.0,2023-03-05,1
Replacement Pods (4-Pack),Pod Systems,200,3,599.0,2023-03-05,13
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-03-05,164
E-Liquid 60ml Premium,E-Liquids,200,4,499.0,2023-03-05,256
E-Liquid 100ml Bulk,E-Liquids,300,2,699.0,2023-03-05,151
Tropical Mix 500 Puff,Disposable Vapes,150,8,399.0,2023-03-07,104
Advanced Pod Kit,Pod Systems,1200,2,1999.0,2023-03-07,373
Max 3000 Puff,Disposable Vapes,350,4,999.0,2023-03-07,165
Replacement Pods (4-Pack),Pod Systems,200,6,599.0,2023-03-07,7
Zero Nicotine 30ml,E-Liquids,100,8,249.0,2023-03-07,60
Advanced Mod,Premium Devices,1800,5,2999.0,2023-03-08,340
Battery Charger,Accessories,250,5,599.0,2023-03-08,334
Tropical Mix 500 Puff,Disposable Vapes,150,14,399.0,2023-03-08,90
Tropical Mix 500 Puff,Disposable Vapes,150,9,399.0,2023-03-10,81
Battery 18650,Accessories,80,14,249.0,2023-03-10,1
Pod System Kit,Pod Systems,800,2,1499.0,2023-03-11,114
Replacement Pods (4-Pack),Pod Systems,200,3,599.0,2023-03-11,4
E-Liquid 60ml Premium,E-Liquids,200,4,499.0,2023-03-12,252
Lite 200 Puff,Disposable Vapes,100,7,249.0,2023-03-12,1
Advanced Mod,Premium Devices,1800,2,2999.0,2023-03-12,338
Battery 18650,Accessories,80,7,249.0,2023-03-12,1
Professional Starter Kit,Premium Devices,1500,1,2499.0,2023-03-13,385
Tropical Mix 500 Puff,Disposable Vapes,150,10,399.0,2023-03-13,71
Zero Nicotine 30ml,E-Liquids,100,6,249.0,2023-03-13,54
E-Liquid 30ml,E-Liquids,120,16,299.0,2023-03-13,1
E-Liquid 100ml Bulk,E-Liquids,300,3,699.0,2023-03-19,148
E-Liquid 30ml,E-Liquids,120,6,299.0,2023-03-19,1
Tank Glass Replacement,Accessories,150,5,399.0,2023-03-19,74
High Strength 50mg 30ml,E-Liquids,150,4,399.0,2023-03-20,304
Lite 200 Puff,Disposable Vapes,100,16,249.0,2023-03-20,1
Advanced Mod,Premium Devices,1800,3,2999.0,2023-03-20,335
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-03-21,163
Max 3000 Puff,Disposable Vapes,350,4,999.0,2023-03-21,161
E-Liquid 60ml Premium,E-Liquids,200,8,499.0,2023-03-21,244
E-Liquid 30ml,E-Liquids,120,10,299.0,2023-03-21,1
Coil Pack (10 pcs),Accessories,200,5,499.0,2023-03-21,1
Zero Nicotine 30ml,E-Liquids,100,7,249.0,2023-03-22,47
Max 3000 Puff,Disposable Vapes,350,4,999.0,2023-03-22,157
High Strength 50mg 30ml,E-Liquids,150,4,399.0,2023-03-22,300
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-03-23,162
E-Liquid 60ml Premium,E-Liquids,200,6,499.0,2023-03-23,238
Premium 2000 Puff,Disposable Vapes,280,4,799.0,2023-03-25,108
Tank Glass Replacement,Accessories,150,4,399.0,2023-03-25,70
High Strength 50mg 30ml,E-Liquids,150,2,399.0,2023-03-25,298
Battery Charger,Accessories,250,2,599.0,2023-03-25,332
Compact Pod Kit,Pod Systems,600,2,1199.0,2023-03-26,264
High Strength 50mg 30ml,E-Liquids,150,2,399.0,2023-03-26,296
E-Liquid 100ml Bulk,E-Liquids,300,2,699.0,2023-03-26,146
Tropical Mix 500 Puff,Disposable Vapes,150,4,399.0,2023-03-26,67
Tank Glass Replacement,Accessories,150,5,399.0,2023-03-26,65
Professional Starter Kit,Premium Devices,1500,2,2499.0,2023-03-28,383
E-Liquid 30ml,E-Liquids,120,16,299.0,2023-03-28,1
Premium 2000 Puff,Disposable Vapes,280,7,799.0,2023-03-29,101
High Strength 50mg 30ml,E-Liquids,150,7,399.0,2023-03-29,289
Pod System Kit,Pod Systems,800,2,1499.0,2023-03-31,112
Tropical Mix 500 Puff,Disposable Vapes,150,12,399.0,2023-03-31,55
E-Liquid 30ml,E-Liquids,120,9,299.0,2023-03-31,1
Battery 18650,Accessories,80,9,249.0,2023-03-31,1
Advanced Pod Kit,Pod Systems,1200,2,1999.0,2023-03-31,371
Classic 500 Puff,Disposable Vapes,150,14,399.0,2023-04-03,1
Advanced Mod,Premium Devices,1800,5,2999.0,2023-04-03,330
Lite 200 Puff,Disposable Vapes,100,20,249.0,2023-04-03,1
Compact Pod Kit,Pod Systems,600,4,1199.0,2023-04-03,260
Coil Pack (10 pcs),Accessories,200,8,499.0,2023-04-05,1
Max 3000 Puff,Disposable Vapes,350,6,999.0,2023-04-05,151
Compact Pod Kit,Pod Systems,600,7,1199.0,2023-04-05,253
E-Liquid 60ml Premium,E-Liquids,200,6,499.0,2023-04-05,232
Tank Glass Replacement,Accessories,150,7,399.0,2023-04-05,58
Max 3000 Puff,Disposable Vapes,350,7,999.0,2023-04-06,144
E-Liquid 30ml,E-Liquids,120,14,299.0,2023-04-06,1
Compact Pod Kit,Pod Systems,600,4,1199.0,2023-04-06,249
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-04-06,161
Coil Pack (10 pcs),Accessories,200,7,499.0,2023-04-06,1
Replacement Pods (4-Pack),Pod Systems,200,9,599.0,2023-04-07,1
E-Liquid 100ml Bulk,E-Liquids,300,4,699.0,2023-04-07,142
Coil Pack (10 pcs),Accessories,200,7,499.0,2023-04-07,1
Tank Glass Replacement,Accessories,150,5,399.0,2023-04-09,53
Tropical Mix 500 Puff,Disposable Vapes,150,6,399.0,2023-04-09,49
Coil Pack (10 pcs),Accessories,200,4,499.0,2023-04-09,1
Classic 500 Puff,Disposable Vapes,150,4,399.0,2023-04-09,1
Premium 2000 Puff,Disposable Vapes,280,3,799.0,2023-04-09,98
Advanced Pod Kit,Pod Systems,1200,3,1999.0,2023-04-11,368
E-Liquid 60ml Premium,E-Liquids,200,10,499.0,2023-04-11,222
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-04-11,160
Premium 2000 Puff,Disposable Vapes,280,9,799.0,2023-04-11,89
Coil Pack (10 pcs),Accessories,200,8,499.0,2023-04-11,1
Replacement Pods (4-Pack),Pod Systems,200,8,599.0,2023-04-13,1
Compact Pod Kit,Pod Systems,600,4,1199.0,2023-04-13,245
High Strength 50mg 30ml,E-Liquids,150,6,399.0,2023-04-13,283
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-04-13,159
Pod System Kit,Pod Systems,800,4,1499.0,2023-04-13,108
Lite 200 Puff,Disposable Vapes,100,17,249.0,2023-04-14,1
Professional Starter Kit,Premium Devices,1500,2,2499.0,2023-04-14,381
Advanced Pod Kit,Pod Systems,1200,2,1999.0,2023-04-14,366
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-04-14,158
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-04-16,157
Compact Pod Kit,Pod Systems,600,2,1199.0,2023-04-16,243
Advanced Pod Kit,Pod Systems,1200,1,1999.0,2023-04-16,365
Classic 500 Puff,Disposable Vapes,150,7,399.0,2023-04-16,1
Max 3000 Puff,Disposable Vapes,350,5,999.0,2023-04-17,139
Battery Charger,Accessories,250,5,599.0,2023-04-17,327
Compact Pod Kit,Pod Systems,600,4,1199.0,2023-04-17,239
Coil Pack (10 pcs),Accessories,200,6,499.0,2023-04-19,1
Advanced Mod,Premium Devices,1800,3,2999.0,2023-04-19,327
High Strength 50mg 30ml,E-Liquids,150,7,399.0,2023-04-19,276
Premium 2000 Puff,Disposable Vapes,280,9,799.0,2023-04-19,80
Advanced Pod Kit,Pod Systems,1200,3,1999.0,2023-04-19,362
Zero Nicotine 30ml,E-Liquids,100,10,249.0,2023-04-24,37
Premium 2000 Puff,Disposable Vapes,280,8,799.0,2023-04-24,72
E-Liquid 30ml,E-Liquids,120,16,299.0,2023-04-24,1
Classic 500 Puff,Disposable Vapes,150,9,399.0,2023-04-24,1
Professional Starter Kit,Premium Devices,1500,2,2499.0,2023-04-24,379
Premium 2000 Puff,Disposable Vapes,280,9,799.0,2023-04-26,63
Tank Glass Replacement,Accessories,150,9,399.0,2023-04-26,44
Lite 200 Puff,Disposable Vapes,100,19,249.0,2023-04-26,1
E-Liquid 30ml,E-Liquids,120,13,299.0,2023-04-26,1
E-Liquid 60ml Premium,E-Liquids,200,10,499.0,2023-04-26,212
Advanced Pod Kit,Pod Systems,1200,2,1999.0,2023-04-27,360
Pod System Kit,Pod Systems,800,5,1499.0,2023-04-27,103
Advanced Mod,Premium Devices,1800,3,2999.0,2023-04-29,324
Lite 200 Puff,Disposable Vapes,100,10,249.0,2023-04-29,1
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-04-29,156
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-05-01,155
Battery 18650,Accessories,80,13,249.0,2023-05-01,1
E-Liquid 60ml Premium,E-Liquids,200,6,499.0,2023-05-01,206
Premium 2000 Puff,Disposable Vapes,280,8,799.0,2023-05-04,55
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-05-04,154
Advanced Pod Kit,Pod Systems,1200,3,1999.0,2023-05-05,357
Compact Pod Kit,Pod Systems,600,4,1199.0,2023-05-05,235
Lite 200 Puff,Disposable Vapes,100,17,249.0,2023-05-05,1
Tank Glass Replacement,Accessories,150,4,399.0,2023-05-06,40
Zero Nicotine 30ml,E-Liquids,100,6,249.0,2023-05-06,31
E-Liquid 100ml Bulk,E-Liquids,300,6,699.0,2023-05-09,136
E-Liquid 60ml Premium,E-Liquids,200,8,499.0,2023-05-09,198
Professional Starter Kit,Premium Devices,1500,1,2499.0,2023-05-09,378
Compact Pod Kit,Pod Systems,600,5,1199.0,2023-05-09,230
E-Liquid 30ml,E-Liquids,120,12,299.0,2023-05-09,1
Classic 500 Puff,Disposable Vapes,150,11,399.0,2023-05-10,1
Professional Starter Kit,Premium Devices,1500,2,2499.0,2023-05-10,376
Compact Pod Kit,Pod Systems,600,5,1199.0,2023-05-11,225
Advanced Pod Kit,Pod Systems,1200,3,1999.0,2023-05-11,354
Professional Starter Kit,Premium Devices,1500,1,2499.0,2023-05-13,375
Battery 18650,Accessories,80,6,249.0,2023-05-13,1
High Strength 50mg 30ml,E-Liquids,150,3,399.0,2023-05-13,273
E-Liquid 60ml Premium,E-Liquids,200,4,499.0,2023-05-13,194
Compact Pod Kit,Pod Systems,600,3,1199.0,2023-05-13,222
Zero Nicotine 30ml,E-Liquids,100,5,249.0,2023-05-14,26
Battery 18650,Accessories,80,7,249.0,2023-05-14,1
High Strength 50mg 30ml,E-Liquids,150,7,399.0,2023-05-15,266
Battery 18650,Accessories,80,18,249.0,2023-05-15,1
Tropical Mix 500 Puff,Disposable Vapes,150,11,399.0,2023-05-15,38
Advanced Pod Kit,Pod Systems,1200,2,1999.0,2023-05-15,352
E-Liquid 30ml,E-Liquids,120,16,299.0,2023-05-16,1
Coil Pack (10 pcs),Accessories,200,6,499.0,2023-05-16,1
Zero Nicotine 30ml,E-Liquids,100,12,249.0,2023-05-18,14
Lite 200 Puff,Disposable Vapes,100,14,249.0,2023-05-18,1
Advanced Mod,Premium Devices,1800,4,2999.0,2023-05-18,320
Max 3000 Puff,Disposable Vapes,350,5,999.0,2023-05-18,134
E-Liquid 60ml Premium,E-Liquids,200,5,499.0,2023-05-19,189
Battery Charger,Accessories,250,5,599.0,2023-05-19,322
E-Liquid 100ml Bulk,E-Liquids,300,6,699.0,2023-05-19,130
Coil Pack (10 pcs),Accessories,200,3,499.0,2023-05-21,1
Pod System Kit,Pod Systems,800,1,1499.0,2023-05-21,102
Professional Starter Kit,Premium Devices,1500,1,2499.0,2023-05-21,374
Lite 200 Puff,Disposable Vapes,100,9,249.0,2023-05-21,1
Advanced Pod Kit,Pod Systems,1200,3,1999.0,2023-05-22,349
Coil Pack (10 pcs),Accessories,200,9,499.0,2023-05-22,1
Classic 500 Puff,Disposable Vapes,150,9,399.0,2023-05-22,1
Replacement Pods (4-Pack),Pod Systems,200,8,599.0,2023-05-25,1
Pod System Kit,Pod Systems,800,5,1499.0,2023-05-25,97
Battery Charger,Accessories,250,3,599.0,2023-05-25,319
Premium 2000 Puff,Disposable Vapes,280,9,799.0,2023-05-25,46
Advanced Pod Kit,Pod Systems,1200,3,1999.0,2023-05-30,346
Zero Nicotine 30ml,E-Liquids,100,10,249.0,2023-05-30,4
Advanced Mod,Premium Devices,1800,6,2999.0,2023-05-30,314
Tropical Mix 500 Puff,Disposable Vapes,150,12,399.0,2023-05-30,26
Professional Starter Kit,Premium Devices,1500,3,2499.0,2023-05-31,371
Lite 200 Puff,Disposable Vapes,100,20,249.0,2023-05-31,1
E-Liquid 60ml Premium,E-Liquids,200,9,499.0,2023-06-01,180
E-Liquid 30ml,E-Liquids,120,18,299.0,2023-06-01,1
Lite 200 Puff,Disposable Vapes,100,23,249.0,2023-06-01,1
Replacement Pods (4-Pack),Pod Systems,200,11,599.0,2023-06-02,1
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-06-02,153
Tropical Mix 500 Puff,Disposable Vapes,150,9,399.0,2023-06-02,17
Advanced Mod,Premium Devices,1800,3,2999.0,2023-06-02,311
Coil Pack (10 pcs),Accessories,200,6,499.0,2023-06-02,1
Professional Starter Kit,Premium Devices,1500,1,2499.0,2023-06-03,370
High Strength 50mg 30ml,E-Liquids,150,4,399.0,2023-06-03,262
Pod System Kit,Pod Systems,800,3,1499.0,2023-06-03,94
Battery 18650,Accessories,80,18,249.0,2023-06-05,1
Lite 200 Puff,Disposable Vapes,100,19,249.0,2023-06-05,1
E-Liquid 60ml Premium,E-Liquids,200,10,499.0,2023-06-05,170
Zero Nicotine 30ml,E-Liquids,100,11,249.0,2023-06-05,1
Professional Starter Kit,Premium Devices,1500,3,2499.0,2023-06-05,367
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-06-06,152
Compact Pod Kit,Pod Systems,600,6,1199.0,2023-06-06,216
Advanced Pod Kit,Pod Systems,1200,2,1999.0,2023-06-06,344
Battery Charger,Accessories,250,6,599.0,2023-06-06,313
High Strength 50mg 30ml,E-Liquids,150,8,399.0,2023-06-08,254
Premium 2000 Puff,Disposable Vapes,280,6,799.0,2023-06-08,40
Pod System Kit,Pod Systems,800,3,1499.0,2023-06-09,91
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-06-09,151
Professional Starter Kit,Premium Devices,1500,2,2499.0,2023-06-09,365
Compact Pod Kit,Pod Systems,600,6,1199.0,2023-06-09,210
Tank Glass Replacement,Accessories,150,7,399.0,2023-06-09,33
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-06-10,150
Professional Starter Kit,Premium Devices,1500,1,2499.0,2023-06-10,364
E-Liquid 60ml Premium,E-Liquids,200,6,499.0,2023-06-10,164
Advanced Mod,Premium Devices,1800,2,2999.0,2023-06-10,309
Advanced Mod,Premium Devices,1800,2,2999.0,2023-06-11,307
E-Liquid 60ml Premium,E-Liquids,200,5,499.0,2023-06-11,159
Pod System Kit,Pod Systems,800,5,1499.0,2023-06-12,86
Coil Pack (10 pcs),Accessories,200,8,499.0,2023-06-12,1
Classic 500 Puff,Disposable Vapes,150,16,399.0,2023-06-13,1
Tropical Mix 500 Puff,Disposable Vapes,150,13,399.0,2023-06-13,4
Advanced Pod Kit,Pod Systems,1200,2,1999.0,2023-06-13,342
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-06-13,149
Pod System Kit,Pod Systems,800,4,1499.0,2023-06-14,82
E-Liquid 30ml,E-Liquids,120,16,299.0,2023-06-14,1
Tropical Mix 500 Puff,Disposable Vapes,150,17,399.0,2023-06-14,1
Replacement Pods (4-Pack),Pod Systems,200,9,599.0,2023-06-14,1
Professional Starter Kit,Premium Devices,1500,2,2499.0,2023-06-14,362
Professional Starter Kit,Premium Devices,1500,1,2499.0,2023-06-17,361
Tropical Mix 500 Puff,Disposable Vapes,150,8,399.0,2023-06-17,1
E-Liquid 60ml Premium,E-Liquids,200,4,499.0,2023-06-17,155
E-Liquid 30ml,E-Liquids,120,10,299.0,2023-06-17,1
Battery Charger,Accessories,250,2,599.0,2023-06-17,311
Classic 500 Puff,Disposable Vapes,150,10,399.0,2023-06-19,1
Premium 2000 Puff,Disposable Vapes,280,9,799.0,2023-06-19,31
E-Liquid 60ml Premium,E-Liquids,200,10,499.0,2023-06-19,145
Lite 200 Puff,Disposable Vapes,100,14,249.0,2023-06-20,1
E-Liquid 100ml Bulk,E-Liquids,300,7,699.0,2023-06-20,123
Temperature Control Device,Premium Devices,3000,2,4999.0,2023-06-20,147
Coil Pack (10 pcs),Accessories,200,7,499.0,2023-06-20,1
Zero Nicotine 30ml,E-Liquids,100,11,249.0,2023-06-20,1
Max 3000 Puff,Disposable Vapes,350,6,999.0,2023-06-23,128
Replacement Pods (4-Pack),Pod Systems,200,10,599.0,2023-06-23,1
Battery 18650,Accessories,80,11,249.0,2023-06-23,1
Lite 200 Puff,Disposable Vapes,100,13,249.0,2023-06-24,1
Zero Nicotine 30ml,E-Liquids,100,4,249.0,2023-06-24,1
Temperature Control Device,Premium Devices,3000,1,4999.0,2023-06-24,146
Tropical Mix 500 Puff,Disposable Vapes,150,6,399.0,2023-06-25,1
E-Liquid 30ml,E-Liquids,120,7,299.0,2023-06-25,1
Replacement Pods (4-Pack),Pod Systems,200,6,599.0,2023-06-26,1
Advanced Pod Kit,Pod Systems,1200,2,1999.0,2023-06-26,340
Coil Pack (10 pcs),Accessories,200,7,499.0,2023-06-27,1
Battery 18650,Accessories,80,18,249.0,2023-06-27,1
Pod System Kit,Pod Systems,800,4,1499.0,2023-06-27,78
E-Liquid 60ml Premium,E-Liquids,200,9,499.0,2023-06-27,136
E-Liquid 100ml Bulk,E-Liquids,300,6,699.0,2023-06-27,117
Tank Glass Replacement,Accessories,150,11,399.0,2023-06-28,22
Zero Nicotine 30ml,E-Liquids,100,8,249.0,2023-06-28,1
E-Liquid 100ml Bulk,E-Liquids,300,5,699.0,2023-06-29,112
Zero Nicotine 30ml,E-Liquids,100,9,249.0,2023-06-29,1
Battery Charger,Accessories,250,4,599.0,2023-06-29,307
Max 3000 Puff,Disposable Vapes,350,6,999.0,2023-06-30,122
E-Liquid 30ml,E-Liquids,120,17,299.0,2023-06-30,1
E-Liquid 100ml Bulk,E-Liquids,300,7,699.0,2023-06-30,105
E-Liquid 60ml Premium,E-Liquids,200,6,499.0,2023-06-30,130
High Strength 50mg 30ml,E-Liquids,150,4,399.0,2023-06-30,250
Lite 200 Puff,Disposable Vapes,100,12,249.0,2023-07-02,1
Battery Charger,Accessories,250,1,599.0,2023-07-02,306
Premium 2000 Puff,Disposable Vapes,280,3,799.0,2023-07-02,28
E-Liquid 100ml Bulk,E-Liquids,300,2,699.0,2023-07-02,103
Advanced Mod,Premium Devices,1800,1,2999.0,2023-07-02,306
Premium 2000 Puff,Disposable Vapes,280,9,799.0,2023-07-04,19
Classic 500 Puff,Disposable Vapes,150,14,399.0,2023-07-04,1
Tropical Mix 500 Puff,Disposable Vapes,150,14,399.0,2023-07-04,1
Lite 200 Puff,Disposable Vapes,100,22,249.0,2023-07-04,1
E-Liquid 30ml,E-Liquids,120,11,299.0,2023-07-04,1
Pod System Kit,Pod Systems,800,4,1499.0,2023-07-05,74
Replacement Pods (4-Pack),Pod Systems,200,12,599.0,2023-07-05,1
E-Liquid 30ml,E-Liquids,120,18,299.0,2023-07-05,1
Zero Nicotine 30ml,E-Liquids,100,13,249.0,2023-07-05,1
Tank Glass Replacement,Accessories,150,4,399.0,2023-07-08,18
Zero Nicotine 30ml,E-Liquids,100,6,249.0,2023-07-08,1
Battery 18650,Accessories,80,6,249.0,2023-07-08,1
E-Liquid 30ml,E-Liquids,120,6,299.0,2023-07-08,1
Professional Starter Kit,Premium Devices,1500,1,2499.0,2023-07-09,360
E-Liquid 100ml Bulk,E-Liquids,300,2,699.0,2023-07-09,101
Professional Starter Kit,Premium Devices,1500,2,2499.0,2023-07-10,358
Pod System Kit,Pod Systems,800,3,1499.0,2023-07-10,71
Zero Nicotine 30ml,E-Liquids,100,9,249.0,2023-07-10,1
Classic 500 Puff,Disposable Vapes,150,8,399.0,2023-07-10,1
High Strength 50mg 30ml,E-Liquids,150,5,399.0,2023-07-10,245
Premium 2000 Puff,Disposable Vapes,280,9,799.0,2023-07-12,10
E-Liquid 30ml,E-Liquids,120,18,299.0,2023-07-12,1
Lite 200 Puff,Disposable Vapes,100,17,249.0,2023-07-14,1
Advanced Pod Kit,Pod Systems,1200,2,1999.0,2023-07-14,338
Battery 18650,Accessories,80,8,249.0,2023-07-15,1
Battery Charger,Accessories,250,2,599.0,2023-07-15,304
Zero Nicotine 30ml,E-Liquids,100,7,249.0,2023-07-15,1
Compact Pod Kit,Pod Systems,600,3,1199.0,2023-07-15,207
Pod System Kit,Pod Systems,800,3,1499.0,2023-07-15,68
High Strength 50mg 30ml,E-Liquids,150,6,399.0,2023-07-17,239
Pod System Kit,Pod Systems,800,3,1499.0,2023-07-17,65
Zero Nicotine 30ml,E-Liquids,100,10,249.0,2023-07-18,1
Classic 500 Puff,Disposable Vapes,150,15,399.0,2023-07-18,1
Tropical Mix 500 Puff,Disposable Vapes,150,12,399.0,2023-07-18,1
Coil Pack (10 pcs),Accessories,200,9,499.0,2023-07-18,1
E-Liquid 100ml Bulk,E-Liquids,300,6,699.0,2023-07-18,95
E-Liquid 60ml Premium,E-Liquids,200,6,499.0,2023-07-19,124
Classic 500 Puff,Disposable Vapes,150,9,399.0,2023-07-19,1
